Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Cameron,05/02/2020,0,0,1,4447,0,0,22.5,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Susquehanna,08/05/2020,0,0.6,213,40328,0,1.4,528.2,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Warren,04/18/2021,7,8.3,2439,39191,17.9,21.1,6223.4,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Fayette,03/26/2021,18,32.4,11083,129274,13.9,25.1,8573.3,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Somerset,06/15/2021,1,3,8049,73447,1.4,4.1,10958.9,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Venango,06/25/2020,0,0.1,20,50668,0,0.3,39.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Carbon,03/11/2020,0,0,0,64182,0,0,0,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Forest,08/03/2020,0,0,9,7247,0,0,124.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Cameron,03/11/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Erie,06/06/2020,5,12.9,373,269728,1.9,4.8,138.3,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Pike,08/30/2020,0,1,550,55809,0,1.8,985.5,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Westmoreland,10/03/2020,30,28.6,2458,348899,8.6,8.2,704.5,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Monroe,04/14/2020,27,28,874,170271,15.9,16.4,513.3,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Dauphin,07/16/2020,24,14.3,2374,278299,8.6,5.1,853,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Washington,06/17/2021,11,5.7,17900,206865,5.3,2.8,8653,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Wayne,10/26/2020,0,0.3,292,51361,0,0.6,568.5,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Dauphin,09/25/2020,17,14.1,3796,278299,6.1,5.1,1364,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Carbon,05/28/2020,2,1.4,233,64182,3.1,2.2,363,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Monroe,04/25/2020,9,14.9,1068,170271,5.3,8.7,627.2,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Centre,05/17/2020,1,1.9,138,162385,0.6,1.1,85,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Northumberland,07/18/2021,1,0.9,9732,90843,1.1,0.9,10713,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Beaver,06/19/2020,2,1.1,624,163929,1.2,0.7,380.7,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Forest,08/31/2020,0,0.1,14,7247,0,2,193.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Cameron,01/21/2021,3,2.4,226,4447,67.5,54.6,5082.1,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Beaver,01/02/2021,52,110.4,8730,163929,31.7,67.4,5325.5,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
York,04/09/2020,33,23.4,286,449058,7.3,5.2,63.7,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Somerset,11/26/2020,76,81.1,1772,73447,103.5,110.5,2412.6,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
York,04/10/2020,13,22,299,449058,2.9,4.9,66.6,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Susquehanna,08/22/2020,2,3.6,249,40328,5,8.9,617.4,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Montgomery,09/01/2020,39,41.7,11072,830915,4.7,5,1332.5,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Centre,12/07/2020,97,99,7270,162385,59.7,61,4477,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Lackawanna,05/27/2020,5,11.6,1523,209674,2.4,5.5,726.4,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
McKean,09/18/2020,0,1,61,40625,0,2.5,150.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Fulton,05/02/2020,0,0.4,5,14530,0,2.9,34.4,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Centre,10/29/2020,43,46.4,4340,162385,26.5,28.6,2672.7,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Montgomery,09/03/2020,52,45.1,11184,830915,6.3,5.4,1346,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Centre,07/22/2020,4,5.9,307,162385,2.5,3.6,189.1,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Lackawanna,09/25/2020,14,21.3,2555,209674,6.7,10.2,1218.6,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Warren,01/25/2021,6,11.7,1964,39191,15.3,29.9,5011.4,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Wayne,04/30/2021,13,16.9,3890,51361,25.3,32.8,7573.8,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Blair,03/18/2020,0,0,0,121829,0,0,0,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Mercer,03/01/2020,0,,0,109424,0,,0,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Lebanon,03/29/2021,65,46,13809,141793,45.8,32.4,9738.8,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Cumberland,02/15/2021,45,61.7,15513,253370,17.8,24.4,6122.7,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Washington,05/10/2021,63,35,17334,206865,30.5,16.9,8379.4,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Adams,11/09/2020,26,22.4,1413,103009,25.2,21.8,1371.7,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Adams,12/26/2020,72,85.7,4280,103009,69.9,83.2,4155,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Fulton,08/22/2020,0,0.4,31,14530,0,2.9,213.4,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Fayette,12/14/2020,308,210.1,4676,129274,238.3,162.6,3617.1,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Dauphin,08/23/2020,23,21,3157,278299,8.3,7.5,1134.4,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Wayne,05/15/2020,1,0.3,109,51361,1.9,0.6,212.2,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Warren,02/18/2021,5,4.1,2127,39191,12.8,10.6,5427.3,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Centre,09/05/2020,13,29.9,689,162385,8,18.4,424.3,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Sullivan,03/25/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Snyder,10/30/2020,4,5,522,40372,9.9,12.4,1293,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Butler,03/02/2020,0,,0,187853,0,,0,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Bedford,04/22/2020,4,1.3,20,47888,8.4,2.7,41.8,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Centre,01/05/2021,106,67.6,9593,162385,65.3,41.6,5907.6,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Perry,03/30/2020,0,0.1,1,46272,0,0.3,2.2,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Fayette,09/16/2020,4,4.1,767,129274,3.1,3.2,593.3,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Montour,04/28/2020,0,0,49,18230,0,0,268.8,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Wayne,06/30/2021,0,0.9,4149,51361,0,1.7,8078.1,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
McKean,12/16/2020,50,33.9,1217,40625,123.1,83.3,2995.7,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Dauphin,10/13/2020,25,34.3,4275,278299,9,12.3,1536.1,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Lackawanna,11/14/2020,36,40.1,4415,209674,17.2,19.1,2105.6,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Wyoming,03/15/2020,0,0,0,26794,0,0,0,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Franklin,07/02/2020,3,7.3,963,155027,1.9,4.7,621.2,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Crawford,03/23/2020,0,0,0,84629,0,0,0,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Butler,05/03/2021,43,40.4,16908,187853,22.9,21.5,9000.7,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Mifflin,03/07/2020,0,,0,46138,0,,0,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Wyoming,03/16/2020,0,0,0,26794,0,0,0,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Cameron,03/17/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Venango,04/18/2020,0,0,7,50668,0,0,13.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Pike,09/19/2020,1,2.1,577,55809,1.8,3.8,1033.9,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Fayette,07/16/2020,12,8.1,241,129274,9.3,6.3,186.4,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Monroe,06/10/2020,2,1.9,1349,170271,1.2,1.1,792.3,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Venango,03/14/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Northumberland,07/18/2020,2,3,371,90843,2.2,3.3,408.4,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Centre,03/14/2021,20,37.6,13652,162385,12.3,23.1,8407.2,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Berks,04/24/2020,70,93.9,2405,421164,16.6,22.3,571,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Franklin,06/18/2020,14,4.9,877,155027,9,3.1,565.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Centre,05/08/2020,0,3,124,162385,0,1.8,76.4,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Dauphin,11/01/2020,29,49.3,5054,278299,10.4,17.7,1816,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Wayne,11/06/2020,5,3,322,51361,9.7,5.8,626.9,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Wayne,03/05/2021,15,10.6,3136,51361,29.2,20.6,6105.8,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Montour,11/14/2020,0,4,368,18230,0,21.9,2018.7,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Pike,12/02/2020,19,10.7,926,55809,34,19.2,1659.2,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Montour,09/19/2020,2,0.7,169,18230,11,3.9,927,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
McKean,08/14/2020,0,0.1,41,40625,0,0.4,100.9,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Forest,04/28/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
McKean,12/07/2020,73,49.9,895,40625,179.7,122.7,2203.1,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Cumberland,02/17/2021,83,65.3,15679,253370,32.8,25.8,6188.2,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Montgomery,11/01/2020,84,113.7,14403,830915,10.1,13.7,1733.4,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Somerset,11/02/2020,10,12,511,73447,13.6,16.3,695.7,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Wayne,05/07/2021,6,12.1,3975,51361,11.7,23.6,7739.3,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
McKean,08/06/2020,0,0.9,40,40625,0,2.1,98.5,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Lackawanna,10/28/2020,48,46.7,3834,209674,22.9,22.3,1828.6,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Warren,03/27/2020,0,0.1,1,39191,0,0.4,2.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Snyder,01/23/2021,9,17.1,2541,40372,22.3,42.5,6294,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
McKean,10/05/2020,1,0.9,74,40625,2.5,2.1,182.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Cambria,12/02/2020,134,152.4,4983,130192,102.9,117.1,3827.4,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Washington,06/15/2021,3,6.1,17886,206865,1.5,3,8646.2,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Union,06/28/2021,0,0.6,6156,44923,0,1.3,13703.4,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Warren,01/08/2021,36,26.4,1757,39191,91.9,67.4,4483.2,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Wyoming,02/09/2021,7,4.3,1108,26794,26.1,16,4135.3,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Clinton,08/03/2020,0,0.7,117,38632,0,1.8,302.9,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Clinton,01/11/2021,23,27.6,2281,38632,59.5,71.4,5904.4,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Cumberland,08/13/2020,14,10.7,1361,253370,5.5,4.2,537.2,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Carbon,05/07/2020,3,1.6,192,64182,4.7,2.4,299.1,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Somerset,04/30/2020,0,0.4,28,73447,0,0.6,38.1,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
McKean,10/12/2020,1,2.4,91,40625,2.5,6,224,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Monroe,10/12/2020,6,7.6,1899,170271,3.5,4.4,1115.3,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Potter,02/20/2021,1,2.4,926,16526,6.1,14.7,5603.3,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Warren,03/20/2020,0,0,0,39191,0,0,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Butler,03/11/2021,44,38,14389,187853,23.4,20.2,7659.7,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Armstrong,04/15/2020,3,1.7,32,64735,4.6,2.6,49.4,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Franklin,03/14/2020,0,0,0,155027,0,0,0,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Adams,11/20/2020,52,30.1,1729,103009,50.5,29.3,1678.5,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Warren,01/01/2021,28,33.3,1572,39191,71.4,84.9,4011.1,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Forest,04/11/2020,0,0.3,7,7247,0,3.9,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Susquehanna,06/07/2020,4,6.4,156,40328,9.9,15.9,386.8,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Lehigh,01/14/2021,310,300,25049,369318,83.9,81.2,6782.5,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Greene,03/25/2020,1,0.4,3,36233,2.8,1.2,8.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Fayette,06/17/2020,1,0.7,105,129274,0.8,0.6,81.2,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Greene,06/06/2021,0,3,3324,36233,0,8.3,9174,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Westmoreland,07/25/2020,29,22.1,1325,348899,8.3,6.3,379.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Montgomery,10/11/2020,30,46.9,12759,830915,3.6,5.6,1535.5,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Perry,03/27/2020,1,0.1,1,46272,2.2,0.3,2.2,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Pike,10/18/2020,1,1.7,632,55809,1.8,3.1,1132.4,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Cumberland,11/20/2020,107,105.4,4130,253370,42.2,41.6,1630,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Clinton,07/01/2020,0,0.9,81,38632,0,2.2,209.7,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Montgomery,04/16/2020,130,117,2752,830915,15.6,14.1,331.2,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Blair,08/18/2020,11,9.9,376,121829,9,8.1,308.6,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Erie,07/23/2020,25,11,848,269728,9.3,4.1,314.4,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Erie,03/14/2020,0,0,0,269728,0,0,0,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Union,06/16/2021,1,1.1,6150,44923,2.2,2.5,13690.1,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Fulton,03/15/2020,0,0,0,14530,0,0,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Montour,04/12/2020,7,1.6,36,18230,38.4,8.6,197.5,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Susquehanna,08/18/2020,3,1.9,232,40328,7.4,4.6,575.3,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Franklin,04/14/2020,8,5.1,82,155027,5.2,3.3,52.9,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lawrence,03/23/2020,0,0,0,85512,0,0,0,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Union,03/30/2021,14,8.7,5439,44923,31.2,19.4,12107.4,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lehigh,12/15/2020,418,307.6,16292,369318,113.2,83.3,4411.4,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,12/30/2020,339,259.4,20507,369318,91.8,70.2,5552.7,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Susquehanna,09/21/2020,0,0.7,299,40328,0,1.8,741.4,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Jefferson,03/27/2021,4,8.1,2970,43425,9.2,18.8,6839.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Warren,07/12/2020,0,0.3,9,39191,0,0.7,23,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Potter,07/01/2020,0,0.1,15,16526,0,0.9,90.8,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Fayette,05/15/2021,10,27.7,12938,129274,7.7,21.4,10008.2,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Delaware,03/28/2020,40,33.9,280,566747,7.1,6,49.4,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Centre,02/03/2021,84,94.1,11840,162385,51.7,58,7291.3,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Montgomery,05/22/2020,94,94.6,6505,830915,11.3,11.4,782.9,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Dauphin,08/04/2020,25,17.9,2737,278299,9,6.4,983.5,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Montour,08/18/2020,2,1.9,121,18230,11,10.2,663.7,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Susquehanna,10/14/2020,6,5.6,366,40328,14.9,13.8,907.6,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
McKean,09/04/2020,0,0.7,49,40625,0,1.8,120.6,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Sullivan,04/03/2020,1,0.1,1,6066,16.5,2.4,16.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Monroe,04/29/2020,15,14.7,1129,170271,8.8,8.6,663.1,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Centre,12/03/2020,165,85.4,6905,162385,101.6,52.6,4252.2,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Dauphin,09/23/2020,15,15.4,3770,278299,5.4,5.5,1354.7,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Fulton,06/25/2020,0,0.1,18,14530,0,1,123.9,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Washington,04/27/2021,32,42.6,16819,206865,15.5,20.6,8130.4,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Monroe,09/22/2020,1,2.1,1795,170271,0.6,1.3,1054.2,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Butler,05/20/2021,22,19.1,17330,187853,11.7,10.2,9225.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Adams,09/15/2020,7,5.7,777,103009,6.8,5.5,754.3,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Mercer,04/05/2020,0,1.6,18,109424,0,1.4,16.4,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Fulton,03/12/2020,0,0,0,14530,0,0,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Forest,09/17/2020,0,0,14,7247,0,0,193.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Forest,03/04/2020,0,,0,7247,0,,0,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Montour,09/07/2020,3,2.6,153,18230,16.5,14.1,839.3,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Bedford,05/07/2020,1,0.6,28,47888,2.1,1.2,58.5,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Somerset,04/15/2021,15,21.7,7241,73447,20.4,29.6,9858.8,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Northumberland,05/15/2020,3,2.6,143,90843,3.3,2.8,157.4,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Butler,03/07/2021,18,32.1,14191,187853,9.6,17.1,7554.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Sullivan,04/10/2020,0,0,1,6066,0,0,16.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Tioga,03/26/2020,0,0,0,40591,0,0,0,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Schuylkill,03/16/2020,0,0,0,141359,0,0,0,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Greene,04/15/2020,1,0.6,25,36233,2.8,1.6,69,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Westmoreland,10/28/2020,78,71.4,4391,348899,22.4,20.5,1258.5,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Washington,05/03/2021,37,43.1,17089,206865,17.9,20.9,8260.9,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Union,03/10/2020,0,0,0,44923,0,0,0,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Beaver,08/26/2020,10,12.4,1543,163929,6.1,7.6,941.3,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Wayne,09/29/2020,1,2.4,243,51361,1.9,4.7,473.1,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Dauphin,12/05/2020,182,194.7,9143,278299,65.4,70,3285.3,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Adams,07/20/2021,10,6,9755,103009,9.7,5.8,9470,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Snyder,04/03/2020,3,0.7,7,40372,7.4,1.8,17.3,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Indiana,04/12/2020,1,3.7,43,84073,1.2,4.4,51.1,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Crawford,03/13/2020,0,0,0,84629,0,0,0,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Clarion,03/21/2020,0,0,0,38438,0,0,0,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Forest,07/19/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Montgomery,05/06/2020,75,81.9,4958,830915,9,9.9,596.7,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Beaver,04/23/2021,42,46.6,14496,163929,25.6,28.4,8842.9,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
York,10/26/2020,94,62.6,6463,449058,20.9,13.9,1439.2,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Dauphin,06/15/2020,17,21.7,1687,278299,6.1,7.8,606.2,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Somerset,05/15/2021,6,12.4,7819,73447,8.2,16.9,10645.8,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Centre,05/02/2020,6,3,109,162385,3.7,1.8,67.1,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
